lbl,dflt
"must check before proceed","Sie müssen "<CHECKLBL>" ankreuzen, bevor Sie fortfahren können."
"name on card","Name auf der Karte"
"time allocated","Zugewiesene Zeit"
"un-allocated","Nicht zugewiesen"
"tasks performed","Durchgeführte Aufgaben"
"cod price","Nachnahmepreis"
"signing you agree to terms and conditions","Mit Ihrer Unterschrift erklären Sie sich mit den <span class='text-hyperlinkblue pointer'>Geschäftsbedingungen</span> einverstanden."
"not setup for cc payments please click link","Ihr Unternehmen ist nicht für die Verarbeitung von Kreditkartenzahlungen in <APPNAME> eingerichtet. Klicken Sie auf das Hilfesymbol, um Anweisungen zur Einrichtung von CC-Zahlungen in <APPNAME> zu erhalten."
"sign in you agree to terms of use","Indem Sie sich anmelden und <APPNAME> nutzen, stimmen Sie den <span class='text-hyperlinkblue pointer'>Nutzungsbedingungen</span> zu"
"populate data on load","Daten beim Laden auffüllen"
"pay all","Alle bezahlen"
"powered by","angetrieben von"
"accounting","Buchhaltung"
"ap","A/P"
"send text message to site contact for wo","Textnachricht an die Kontaktperson vor Ort für WO senden: <ID>"
"non serv.","Nicht serv."
"last paid","Zuletzt gezahlt"
"first ft","Erste FT"
"last ft","Letzte FT"
"push disabled send text msg instead","<NAME> ist nicht für die Annahme von Push-Benachrichtigungen konfiguriert. Möchten Sie stattdessen eine Textnachricht senden?"
"ft qty","FT-Menge"
"brave browser allow push notification","Um den <APPNAME> Push-Benachrichtigungsdienst auf dem Brave-Browser zu verwenden, müssen Sie unter Einstellungen > Datenschutz und Sicherheit die Option "Google-Dienste für Push-Nachrichten verwenden" aktivieren.\n\nBitte kopieren Sie den Link <b>brave://settings/privacy</b> und fügen Sie ihn in einen neuen Tab ein, um diese Einstellung zu öffnen."
"resp party","Resp Party"
"no serial number for part","Für dieses Teil wurden keine Seriennummern zur Auswahl gefunden"
"sent to cust","An Kunden gesendet."
"contact cell","Kontakt <LBLCELL>"
"inv count","Inv. Anzahl"
"less adj","Abzüglich Adj."
"net inv tot","Netto-Investitionssumme"
"less surplus","Abzüglich Überschuss"
"total due","Insgesamt fällig"
"not sent","Nicht gesendet"
"pushed","Pushed"
"not pushed","Nicht geschoben"
"acct pushed","Konto. Pushed"
"wo started","WO Gestartet"
"wo arrived","WO Angekommen"
"wo departed","WO Abgefahren"
"wo completed","WO abgeschlossen"
"has ft","Hat F.T."
"tc approved","TC Genehmigt"
"job status","Job-Status"
"chart of accounts gl codes","Kontenplan (GL-Codes)"
"gl codes","(GL-Codes)"
"filter type","<TYPE> filtern"
"asset","Vermögen"
"liability","Haftung"
"equity","Eigenkapital"
"account","Konto"
"gl code state instruct","Die im Abschnitt 'Nummer' / 'GL-Code' eingegebene Kontonummer / GL-Code wird immer dann verwendet, wenn kein aufgeschlüsselter Status angegeben ist. Wenn ein GL-Code nach Staat aufgeschlüsselt ist, hat dieser GL-Code Vorrang vor dem GL-Code, der im Abschnitt "GL-Code Info" für Aufträge mit diesem Staat eingegeben wurde."
"account gl code","Konto (GL-Code)"
"account info","Konto-Informationen"
"number","Zahl"
"this is the tax gl","Dies ist das Steuer-GL"
"itemize by state optional","Aufschlüsselung nach <STATE> (fakultativ)"
"itemize by state","Aufschlüsselung nach <STATE>"
"assets","Vermögenswerte"
"liabilities","Verbindlichkeiten"
"save account under","Konto speichern unter"
"balance sheet","Bilanz"
"confirm delete generic","Sind Sie sicher, dass Sie diesen Datensatz löschen wollen?"
"job is certified","Job ist zertifiziert"
"pmt id","Pmt-ID"
"check eft payment status","EFT-Zahlungsstatus prüfen"
"check eft payment overview","Dadurch werden offene EFT-Zahlungen daraufhin überprüft, ob sich der Status geändert hat, und die Zahlung wird entsprechend aktualisiert.\n\nWenn eine EFT-Zahlung abgelehnt wird, wird automatisch eine NSF-Stornierung erstellt und eine Warnung an denjenigen gesendet, der die Zahlung und/oder Rechnung erstellt hat."
"not authorized to enter payments","Ihre Sicherheitseinstellungen lassen die Eingabe von Zahlungen/Anpassungen nicht zu."
"check open efts","Offene EFTs prüfen"
"check","Siehe"
"print deposit report","Einzahlungsbericht drucken"
"account type","Konto-Typ"
"revenue","Einnahmen"
"expenses","Zahlungen von Rechnungen"
"enter expenses","Rechnungszahlungen und -anpassungen eingeben"
"enter expense","Rechnungszahlung eingeben"
"expense","Rechnung bezahlen"
"expense 2","Ausgaben"
"bank","Bank"
"must specify account save under","Sie müssen angeben, unter welchem Konto dieses Konto gespeichert werden soll."
"this is a required account","Dies ist ein Pflichtkonto"
"deposit instructions","Dadurch wird ein Kautionsabgleichsbericht gedruckt. Mit diesem Bericht können Sie die Richtigkeit der Einzahlung sicherstellen."
"account types available with app accounting","Das Ändern von Kontoarten ist nur mit der <ACCOUNTINGMOD> möglich."
"deposit reconciliation report","Einlagenabgleichsbericht"
"report fields","Berichtsfelder"
"aba","ABA"
"specify options","Optionen spezifizieren"
"create/print standard batch","Standardchargen erstellen/drucken"
"create/print credit batch","Kreditstapel erstellen/drucken"
"create/print other batch","Andere Stapel erstellen/drucken"
"create/print eft batch","EFT-Batch erstellen/drucken"
"create/print adjustment batch","Abgleichstapel erstellen/drucken"
"reprint batch","Stapel nachdrucken"
"find deposit batch","Einzahlungscharge finden"
"standard cash check","Standard (Bar/Scheck)"
"credit card","Kreditkarte"
"deposits","Einlagen"
"eft","EFT"
"confirm delete deposit","Sind Sie sicher, dass Sie die Einlage löschen wollen: <ID>?'\n\nDies kann nicht rückgängig gemacht werden. Fahren Sie nur fort, wenn Sie diese Einzahlung endgültig löschen möchten."
"certified minimum rate","Zertifizierter Mindestsatz"
"cert paid more note","HINWEIS: Wenn Ihr regulärer Satz höher ist, erhalten Sie möglicherweise mehr Geld."
"batch id","Chargennummer"
"can not preview reprinted batch","Sie können einen nachgedruckten Stapel nicht in der Vorschau anzeigen. Klicken Sie auf "OK", um einen Stapel erneut zu drucken."
"printing...","Drucken..."
"must select batch to reprint","Sie müssen zunächst eine Charge zum Nachdrucken auswählen."
"creating deposit data please wait","Erstellen von Einzahlungsdaten.\nBitte warten..."
"adjustments report","Bericht über Anpassungen"
"adjustments entered","Eingetragene Anpassungen"
"adj to invoices created","Adj. zu erstellten Rechnungen"
"adj description","Adj. Beschreibung"
"adj gl code","Adj. GL Code"
"itemized tasks","Aufgezählte Aufgaben"
"itemized gl code","Einzelnachweis GL-Code"
"date range of","Datumsbereich von"
"report type","Berichtstyp"
"include tax in amount","Steuer im Betrag einbeziehen"
"print notes","Notizen drucken"
"group by","Gruppe nach"
"detailed","Ausführlich"
"inv qty","Inv. Menge"
"task qty","Aufgabe Menge"
"gl qty","GL Menge"
"no records found to print","Keine Datensätze zum Drucken gefunden."
"search all tabs","Alle Registerkarten suchen"
"surplus refunds report","Bericht über Überschusserstattungen"
"print surplus refund report","Überschusserstattungsbericht drucken"
"print surplus info","Damit wird eine Liste der Überschusserstattungen für die ausgewählten Parameter gedruckt."
"cust id","Cust. ID"
"payments by rep report","Zahlungen durch Rep. Bericht"
"ar rep","Kreditorenvertreter"
"date rcvd","Datum des Empfangs"
"amt applied to invoice","Angewandter Betrag der Rechnung"
"deposit batch id","Einzahlungs-Chargennummer"
"payment id","Zahlungs-ID"
"surplus id","Überschüssige ID"
"statements","Erklärungen"
"print statements","Aussagen drucken"
"cust flagged for statements","Kunde für Erklärungen vorgemerkt"
"cust not flagged for statements","Cust. NICHT für Auszüge vorgemerkt"
"per customer","Pro Kunde"
"per job","Pro Auftrag"
"per customer/job","Pro Kunde/Auftrag"
"non retention only","Nur Nicht-Selbstbehalt"
"retention only","Nur Selbstbehalt"
"one per cust","Eine pro Kunde"
"one per cust per branch","Eine pro Kunde und Filiale"
"report linked jobs together","Bericht Linked Jobs Together"
"include surplus balance on output","Überschussbilanz der Produktion einbeziehen"
"inv total","Inv Gesamt"
"printed statement notes","Gedruckte Erklärung Anmerkungen"
"unions","Gewerkschaften"
"oldest inv threshold","Älteste Inv. Schwelle"
"manage unions","Verwalten von Gewerkschaften"
"surplus balance","Überschuss Bilanz"
"defined unions","Definierte Gewerkschaften"
"recieves statements contacts","Empfängt Statements' Kontakte"
"recives statement contacts and cc all job billing contacts","Empfängt die Kontakte der Kontoauszüge und alle CC-Kontakte für die Rechnungsstellung"
"union","Gewerkschaft"
"no active terms found message","Sie haben keine aktiven Begriffe. Bitte erstellen oder reaktivieren Sie mindestens 1 Kundenlaufzeit."
"cenpoint product","CenPoint Produkt"
"auth success redirecting","Erfolgreich authentifiziert. Zurückgeleitet zu dem, was Sie gerade taten..."
"modify email pdf template","E-Mail ändern - PDF-Vorlage"
"modify email link template","E-Mail ändern - Link-Vorlage"
"email template","E-Mail-Vorlage"
"statement email template instructions","Bitte legen Sie Ihren Standard-Betreff und -Text für den Massenversand von Erklärungen fest. Ihre E-Mail-Signaturen werden automatisch hinzugefügt."
"chars",".zeichen"
"emailing statements...","Erklärungen per E-Mail senden..."
"text cannot be more than chars long","<NAME> darf nicht mehr als <MAX> Zeichen lang sein"
"job tasks","Job Aufgaben"
"auth with type","Authentifizierung mit\n<TYPE>"
"invoiced date","In Rechnung gestelltes Datum"
"print list","Liste drucken"
"export to excel","Nach Excel exportieren"
"standard","Standard"
"enhanced","Erweitert"
"",""
"no other job tasks","Keine anderen Arbeitsaufgaben"
"other job tasks","Andere Arbeitsaufgaben"
"ft task error no tasksid","In den Aufgabendaten fehlen erforderliche Informationen (fehlende Aufgabennummer). Aufgabe NICHT gespeichert.\n\nBitte versuchen Sie es erneut. Wenn das Problem weiterhin besteht, kontaktieren Sie bitte den Support unter: <SUPPORTNO>"
"service worker not found cant check for updt","Service Worker nicht gefunden. Es kann nicht auf ein Update geprüft werden. Bitte wenden Sie sich an den Support, wenn dieses Problem weiterhin besteht."
"quote equip","Zitat Equip."
"import gl codes from","GL-Codes aus <SOFTWARE> importieren"
"qbonline get gl codes instruct","Dadurch wird eine Liste von GL-Codes aus Quickbooks Online gezogen und Sie können angeben, welche GL-Codes in <APPNAME> importiert werden sollen.\nHINWEIS: GL-Codes sind NICHT branchenspezifisch und werden global importiert.\n\nWählen Sie die untere (<LBLBRANCH>), die Sie für die Authentifizierung bei Quickbooks Online verwenden möchten, und klicken Sie dann auf "Weiter", um fortzufahren."
"delete all app gl and replace them","Löschen Sie ALLE <APPNAME> GL Cdoes und ersetzen Sie sie durch Gl Codes von <ACCTSYS>\nHINWEIS: GL-Codes können nur gelöscht werden, wenn sie noch nie verwendet wurden."
"keep existing app gl and add from","Vorhandene <APPNAME>-Gl-Codes beibehalten, nur Gl-Codes aus <ACCTSYS> hinzufügen"
"select gl to import","Zu importierende GL-Codes auswählen"
"invoice info","Informationen zur Rechnung"
"invoice flag as sent to cust prompt","Möchten Sie diese Rechnungen als an den Kunden gesendet kennzeichnen?"
"acct push id","Acct Push ID"
"debug info","Debug-Informationen"
"print balance on invoice","Saldo auf Rechnung drucken"
"flag as sent","Als gesendet markieren"
"print expected retention on invoice","Erwarteter Einbehalt auf der Rechnung drucken"
"are you sure delete all app gl codes","Sind Sie sicher, dass Sie ALLE <APPNAME>-Gl-Codes löschen und durch die ausgewählten Gl-Codes ersetzen möchten?"
"balance is retention","Gleichgewicht ist Beibehaltung"
"do not flag as sent","Nein, NICHT als gesendet markieren"
"ret date","Ret. Datum"
"purging existing gl codes","Vorhandene GL-Codes bereinigen\nBitte warten..."
"job ret","Job Ret."
"couldnt delete gls in use","Die folgenden GL-Codes wurden NICHT gelöscht, da sie für eine Aufgabe, ein Gerät, einen Rechnungszuschlag usw. verwendet wurden.\n<GLS>"
"loading data please wait...","Daten werden geladen. Bitte warten..."
"importing please wait","Kunden, bitte warten"
"imported x type","Erfolgreich importiert <CNT> <TYPE>"
"support info","Infos zur Unterstützung"
"sent to collections","Zum Inkasso geschickt"
"do branches share bank accounts","Nutzen Ihre Zweigstellen dasselbe Bankkonto oder getrennte Konten?"
"job category","Job-Kategorie"
"share bank accounts","Aktie\nBankkonten"
"add tax","Steuer hinzufügen"
"seperate bank accounts","Getrennte\nBankkonten"
"remove tax","Steuer abschaffen"
"suggested volumes round","Vorgeschlagene Volumina (Rundung nach Wunsch)"
"overrides job","Überschreibt Job"
"print ret inv","Drucken Ret. Inv."
"on","Auf"
"(nsi only)","(nur NSI)"
"edit line item notes","Positionsnotizen bearbeiten"
"nsi po no","NSI-Postanschrift"
"nsi req no","NSI Req. Nr."
"link text sent at","Linktext gesendet am"
"link first open","Link First Open"
"link last open","Link Zuletzt geöffnet"
"link open count","Anzahl der geöffneten Links"
"nsi will be inherited from job","NSI PO/Req. Nr. wird vom Auftrag geerbt, wenn er mit einem Auftrag verknüpft ist"
"see job","Siehe Job"
"cannot select this report type job is not quoted","Dieser Berichtstyp kann nicht ausgewählt werden.\n\nGrund: Auftrag wurde nicht zitiert!"
"cannot select this report type amounts do not match","Dieser Berichtstyp kann nicht ausgewählt werden\n\nDer Grund: Der Gesamtbetrag des Angebots stimmt nicht mit dem Rechnungsbetrag überein!"
"deleted invoices report","Bericht über gelöschte Rechnungen"
"deleted by","Gelöscht von"
"del date","Del. Datum"
"del time","Del. Zeit"
"invs created before date range","Angelegt vor Tt. Bereich"
"del by","Del. Durch"
"file not found generic","Datei nicht gefunden!"
"nsi po only valid for nsi invoices","NSI Po/Req. Nr. sind nur für NSI-Rechnungen gültig, die nicht mit einem Auftrag verknüpft sind"
"invoice does not contain tax","Die Rechnung enthält keine Steuer."
"invoice already contains tax","Die Rechnung enthält bereits Steuern."
"collection tip","Wenn eine Rechnung zum Inkasso geschickt wird, müssen Sie angeben, welches Unternehmen für das Inkasso zuständig sein wird. Bitte wählen Sie auf dem folgenden Bildschirm ein Inkassounternehmen aus.\n\nHINWEIS: Der Finder für Inkassounternehmen wird automatisch geöffnet, um die Effizienz und den Komfort zu verbessern."
"add fee tip","Dadurch wird dieser Rechnung eine Gebühr hinzugefügt, z. B. eine Bearbeitungsgebühr oder eine Bearbeitungsgebühr. Diese Gebühr wird als Einzelposten in der Rechnung ausgewiesen. Dies kann nur durch Buchung einer Korrektur rückgängig gemacht werden."
"confirm del tax","Sind Sie sicher, dass Sie die Steuer auf Rechnung löschen wollen: <INVOICEID>?\n\nFahren Sie nur fort, wenn Sie alle Steuern auf dieser Rechnung dauerhaft löschen möchten.\n\nHINWEIS: Dies kann nicht rückgängig gemacht werden!"
"invoice already pushed into accounting software","Rechnung: <INVOICEID> wurde in Ihre Buchhaltungssoftware übertragen.\n\nDies erfordert manuelle Änderungen in Ihrem Buchhaltungssystem. Fahren Sie nur fort, wenn Sie sicher sind, dass Sie wissen, wie Sie Ihr Buchhaltungssystem manuell korrigieren können."
"validate data push","Daten-Push validieren"
"must specify a specific accounting system to validate","Sie müssen ein bestimmtes Buchhaltungssystem für die Validierung angeben."
"validate only","Nur validieren"
"validate and correct in cenpoint","Validieren und Korrigieren in CenPoint"
"correct push confirmation","Die Korrektur eines Schubes kann nicht rückgängig gemacht werden!\n\nGehen Sie nur vor, wenn Sie alle fehlerhaften DataPush-Datensätze für diesen Datumsbereich dauerhaft korrigieren wollen."
"corrected amounts in acct system confirmation","Haben Sie die Beträge in Ihrem Buchhaltungssystem bereits korrigiert?\n\nDies muss geschehen, bevor Sie fortfahren!"
"del add tax data push message","WICHTIG!\n\nSie müssen die folgenden Anpassungen in Ihrem Buchhaltungssystem für den Daten-Push manuell vornehmen: <PUSHID>\n\nSteuerpflichtiger Betrag vermindert um: <INVTOTAMT>\nNicht steuerpflichtiger Betrag erhöht um <INVAMTB4TAX>\n\nDie Änderungen im CenPoint-Push-Protokoll <PUSHID> wurden automatisch an den neuen Betrag angepasst."
"confirm add tax","Sind Sie sicher, dass Sie die Steuer zur Rechnung hinzufügen möchten: <INVOICEID>?\n\nFahren Sie nur fort, wenn Sie die Steuer zu allen Aufgabenpositionen auf dieser Rechnung hinzufügen möchten.\n\nHINWEIS: Dies kann nicht rückgängig gemacht werden!"
"proceed","Weiter"
"please enter tax percentage","Bitte Steuerprozentsatz eingeben"
"must enter tax percentage to continue","Sie müssen den Steuerprozentsatz eingeben, um fortzufahren."
"tax percentage","Steuerprozentsatz"
"must print this report","Sie müssen diesen Bericht ausdrucken, sonst können Sie ihn später nicht mehr ausdrucken!"
"confirm balance as retention","Dadurch wird der Saldo als Einbehaltung gekennzeichnet."
"mark as retention","Als Beibehaltung markieren"
"confirm balance as non-retention","Dadurch wird die Kennzeichnung des Saldos als Einbehaltung aufgehoben. Der Saldo gilt dann nicht mehr als einbehalten."
"unmark as retention","Nicht als Retention markieren"
"invoice is not flagged as retention","Die Rechnung ist nicht als Selbstbehalt gekennzeichnet, oder es gibt keinen Selbstbehalt in % für den Auftrag."
"invoice does not have a balance","Die Rechnung weist keinen Saldo auf."
"this invoice is not sent to collections","Diese Rechnung wird nicht zum Inkasso geschickt."
"select collection company","Inkassounternehmen auswählen"
"view collection company","Ansicht Kollektion Unternehmen"
"retention invoice","Retentionsrechnung"
"prompt for blacklist when sent to collections","Jemanden zum Inkasso zu schicken, ist eine ziemlich ernste Angelegenheit und bedeutet höchstwahrscheinlich, dass Sie nicht mehr mit ihm arbeiten werden.\n\nUm Sie und andere zu schützen, möchten Sie diesen Kunden auch global und lokal auf eine schwarze Liste setzen?"
"aging history by customer","Altershistorie nach Kunden"
"only show cust with a balance","Nur Cust mit Guthaben anzeigen"
"all in collections","Alle In-Kollektionen"
"all not in collections","Alle Nicht in Sammlungen"
"days only","Nur Tage"
"branch tot","Zweigstelle Tot"
"cust tot","Cust. Tot"
"cust %","Kunde %."
"last note","Letzte Notiz"
"add note","Notiz hinzufügen"
"view notes","Anmerkungen anzeigen"
"print statement","Erklärung drucken"
"customer statistics","Kundenstatistik"
"must select customer","Sie müssen den Kunden auswählen"
"customer is flagged to not print statement","Kunde, wenn er markiert hat, dass der Auszug nicht gedruckt wird"
"my documents","Meine Dokumente"
"can not edit because document is uploaded by someone else","Sie können dieses Dokument nicht bearbeiten, da es von einer anderen Person hochgeladen wurde"
"retained earnings","Einbehaltene Gewinne"
"long term","Langfristig"
"using cp books type must have gl","Da Sie <ACCOUNTINGMOD> verwenden, muss <TYPE> mit einem GL-Code verbunden sein."
"active jobs only","Nur aktive Jobs"
"also create user log","Auch Benutzerprotokoll erstellen"
"user log","Benutzerprotokoll"
"log","Protokoll"
"general log entry","Allgemeiner Protokolleintrag (Alle Benutzer)"
"only for user","Nur für Benutzer"
"log info","Logbuch-Infos"
"you must enter a note","Sie müssen eine Notiz eingeben."
"first invoice","Erste Rechnung"
"last invoice","Letzte Rechnung"
"invoice count","Zählung der Rechnungen"
"largest inv","Größte Inv"
"total invoices","Total Rechnungen"
"avg days to pay","Avg. Tage bis zur Zahlung"
"max days to pay","Maximale Tage bis zur Zahlung"
"historical data not included in calculations","Historische Daten nicht in die Berechnungen einbezogen"
"customer since","Kunde seit"
"life to date","Bisheriges Leben"
"year to date","Bisheriges Jahr"
"last 90 days","Letzte 90 Tage"
"customer statistics","Kundenstatistik"
"simulating user in tab","Benutzer: <NAME> in einer anderen Registerkarte simulieren. Bitte schließen Sie diese Registerkarte, bevor Sie fortfahren."
"simulating","Simulieren"
"print aging report","Alterungsbericht drucken"
"must select a job","Sie müssen eine Stelle auswählen"
"grid view","Rasteransicht"
"manage card","Karte verwalten"
"accountant view","Buchhalter Ansicht"
"how to enter new card","So geben Sie eine\nNeue Karte"
"groups","Gruppen"
"license expired card updated will charge soon","Vielen Dank, dass Sie Ihre Karte aktualisiert haben.\nWir werden Ihre Karte belasten und Ihre Lizenz so schnell wie möglich aktualisieren. Sie erhalten eine E-Mail, sobald Ihre Lizenz aktualisiert wurde."
"min days out","Min. Tage draußen"
"journal entries","Journaleinträge"
"journal entry","Journaleintrag"
"print last note on dtl rpt","Letzte Notiz auf Detailprotokoll drucken"
"print job name on dtl rpt","Auftragsname auf Detailprotokoll drucken"
"customer id","Kunden-ID"
"exporting...","Exportieren..."
"journal id","Zeitschrift Id"
"desktop only available on windows","Das Öffnen der Desktop-App ist nur unter Windows möglich."
"desktop app not installed","Sieht so aus, als hätten Sie <APPNAME> noch nicht installiert. Bitte installieren Sie und versuchen Sie es dann erneut."
"log returned (nsf) payment","Zurückgegebene (NSF) Zahlung protokollieren"
"enter returned payment (nsf)","Zurückgegebene Zahlung (NSF) eingeben"
"show payments since","Zahlungen anzeigen seit"
"date returned","Datum der Rücksendung"
"non-returned checks and cc","Nicht zurückgegebene Schecks und CC"
"add nsf charge","NSF-Gebühr hinzufügen"
"create nsf charge as an nsi","NSF-Charge als NSI erstellen"
"print invoice with nsf charge","Rechnung mit NSF-Gebühr drucken"
"must select a payment to return","Sie müssen eine Zahlung für die Rückgabe auswählen"
"return date is in the future","Das Rückgabedatum liegt in der Zukunft. Ist das wirklich richtig?"
"invoices not in ft date","Rechnungen nicht im FT-Datum"
"debit","Lastschrift"
"ftick inv dt instructions","Es werden alle Feldtickets für den ausgewählten Datumsbereich angezeigt, die im ausgewählten Datumsbereich NICHT in Rechnung gestellt wurden. Die Artikel werden auf der Grundlage des Feldticketdatums einbezogen. Feldtickets, die nicht in Rechnung gestellt wurden, sind NICHT enthalten."
"credit","Kredit"
"ftick id","FTick-Id"
"debits credits must equal","Die Spalten "Soll" und "Haben" müssen denselben Betrag ergeben."
"ftick dt","FTick Dt"
"journal details dont match journal total update","Der Gesamtbetrag der Journalbuchung stimmt nicht mit den Soll-/Habenbeträgen überein.\n\nJournalbuchung: <JOURNALAMT>\nBelastungen/Gutschriften: <DEBITAMT>\n\nMöchten Sie den Betrag des Journals aktualisieren, damit er mit den Belastungen/Gutschriften übereinstimmt?"
"inv created dt","Inv Erstellt Dt"
"details","Einzelheiten"
"debits","Belastungen"
"credits","Kredite"
"total debits","Summe Belastungen"
"total credits","Kredite insgesamt"
"gl code must have a debit or credit","Sie haben einen GL-Code ausgewählt, aber es wurden keine Belastungen oder Gutschriften für ihn eingegeben. Bitte fügen Sie einen Soll-/Habenwert hinzu oder löschen Sie die Zeile."
"journal must have entries","Die Journalbuchung muss mindestens 2 GL-Code-Konten haben."
"jouranl entry must have gl codes","Alle Journalbuchungszeilen müssen einen GL-Code haben."
"journal amount out of balance with original transaction","Sie haben den Gesamtbetrag der Journalbuchung geändert und er stimmt nicht mehr mit der ursprünglichen Transaktion überein.\n\n<span class="font-bold text-red">Die ursprüngliche Transaktion: <ORIG> wird NICHT aktualisiert.</span>\n\nSind Sie sicher, dass Sie fortfahren möchten?"
"general journal","Allgemeines Journal"
"adjustment intro","Anpassungsbeträge sollten, wie jede andere Zahlung auch, normalerweise eine positive Zahl sein.\n\nEin positiver Anpassungsbetrag verringert den Rechnungssaldo."
"view failed journals","Ansicht Gescheitert\nJournaleinträge"
"cash","Bargeld"
"itemize adjustment","Einzelnachweis Anpassung"
"cc already charged","CC - Bereits aufgeladen"
"enter the adjustment amount for each task","Geben Sie den Anpassungsbetrag für jede Aufgabe ein"
"cc or eft charge now","CC oder EFT - Jetzt aufladen"
"tax adj","Steuer-Adj."
"adjustment","Einstellung"
"total adj","Insgesamt Adj."
"from surplus account","Aus Überschusskonto"
"adj entire bal","Angemessener Gesamtsaldo"
"surplus not enough balance","Das Guthaben auf dem Überschusskonto reicht für diese Zahlungsart nicht aus."
"adj all tax","Adj. alle Steuern"
"can not apply pmt from surplus to surplus","Die Zahlungsart kann nicht aus dem Überschusskonto stammen, wenn Sie einen Betrag dem Überschusskonto zuführen."
"orig tax","Orig. Steuer"
"orig charge","Ursprünglich. Ladung"
"adj amt","Adj. Amt"
"invoice adjustment not itemized","Ihr <LBLBRANCH> ist so eingestellt, dass Anpassungen aufgeschlüsselt werden, aber die Anpassung wird nicht aufgeschlüsselt"
"payment receipt","Zahlungseingang"
"surplus account history","Geschichte des Überschusskontos"
"surplus withdrawl","Überschuss Entnahme"
"cust sur bal","Cust. Sur. Bal (Alle Filialen)"
"bank register","Bankregister"
"journal register",""
"branch sur bal","Filiale Sur. Bal"
"customer info","Kundeninfo"
"withdrawal","Rücknahme"
"deposit","Einzahlung"
"refund id","Erstattungs-ID"
"reprint refund","Nachdruck Erstattung"
"only withdrawals and refund can be deleted","Es können nur Abhebungen und Erstattungen gelöscht werden. Einzahlungen müssen gelöscht werden, indem die ursprüngliche Zahlung gelöscht wird."
"refund has been pushed","Die Erstattung wurde in das Buchhaltungssystem übertragen und kann nicht gelöscht werden."
"record is not refund","Der hervorgehobene Datensatz ist keine Erstattung."
"tot surplus bal","Tot. Überschuss Saldo"
"create manual credit","Manuellen Kredit erstellen"
"create refund","Erstattung erstellen"
"create manual surplus credit","Manuelles Überschussguthaben erstellen"
"create man credit info","Auf diese Weise können Sie für den Kunden ein Guthaben auf dem Überschusskonto erstellen. Eine positive Gutschrift erhöht den Überschuss-Saldo."
"orig surplus bal","Ursprünglich. Überschuss Bal"
"credit amount","Kreditbetrag"
"new surplus bal","Neuer Überschuss Bal"
"you must specify a date","Sie müssen ein Datum angeben"
"you must specify amount","Sie müssen den Betrag angeben"
"amount must be greater than 0","Der Betrag muss größer als 0 sein"
"date can not be in the future","Das Datum darf nicht in der Zukunft liegen"
"you have not entered notes enter now","Sie haben noch keine Notizen eingegeben. Möchten Sie jetzt Notizen eingeben?"
"you must specify reason","Sie müssen einen Grund angeben"
"surplus refund","Überschüssige Erstattung"
"surplus refund info","So können Sie dem Kunden Geld zurückerstatten. Ein positiver Erstattungsbetrag verringert den Überschuss."
"refund amount","Erstattungsbetrag"
"print refund","Erstattung drucken"
"use default","Standard verwenden"
"specify","Geben Sie  an."
"not using cp books, bank accounts not supported","Da Sie <ACCOUNTINGMOD> nicht verwenden, werden Bankkonten nicht unterstützt."
"refund cannot take surplus negative","Durch die Erstattung kann der Saldo des Überschusskontos nicht negativ werden."
"no check ref no, enter now","Sie haben keine Scheckreferenznummer eingegeben. Dies sollte die Schecknummer des Erstattungsschecks sein. Möchten Sie sie jetzt eingeben?"
"enter now","Jetzt eingeben"
"specify bank account or select default","Bitte geben Sie das Bankkonto für diese Erstattung an oder wählen Sie "Standard"."
"no banks defined please setup","Sie haben noch keine Bankkonten definiert. Bitte legen Sie unter Listenverwaltung -> Kontenplan ein Bankkonto an."
"payee","Zahlungsempfänger"
"vend","Vend"
"deposit","Einzahlung"
"withdrawal","Rücknahme"
"job 4","SS Schnellzugabe"
"ending balance","Endsaldo"
"prompt","Eingabeaufforderung"
"must select a blank","Sie müssen einen <DESC> auswählen."
"job entry mode","Job-Eingabe-Modus"
"must select an blank","Sie müssen einen <DESC> auswählen."
"job view mode","Job-Ansichtsmodus"
"must enter a blank","Sie müssen ein <DESC> eingeben"
"select job entry mode","Auftragserfassungsmodus auswählen"
"must enter an blank","Sie müssen ein <DESC> eingeben"
"set as default (do not ask again)","Als Standard festlegen (nicht mehr fragen)"
"feature coming soon","Demnächst verfügbar. Bitte schauen Sie später wieder vorbei."
"continue in","Weiter in"
"itemized","Einzelnachweis"
"itemize","Aufschlüsselung"
"bank reg rec must have bank account","Ein Bankregistersatz muss auf das Bankkonto verweisen. Aktion wird abgebrochen."
"not enough info to create wo","Es wurden nicht genügend Informationen eingegeben, um einen Arbeitsauftrag zu erstellen. Ein Arbeitsauftrag für diesen Auftrag wurde nicht erstellt."
"office security","Sicherheit im Büro"
"sec 51074","Jobs hinzufügen/bearbeiten"
"sec 63457","Nur Auftrag anzeigen (Nur Lesen)"
"sec 59328","Jobs löschen"
"sec 38695","Ansicht Kunde (Nur Lesen)"
"sec 34566","Verwalten/Einstellen aller Clock-In/Out-Daten"
"sec 46949","Zitate hinzufügen/bearbeiten"
"sec 42820","Zitate anzeigen (nur lesen)"
"sec 22187","Zitate löschen"
"sec 18058","Verwalten/Anpassen von FT-Zeitkartendaten"
"sec 7672","FT-Gehaltsabrechnungsdaten verwalten/anpassen *"
