lbl,dflt
"asset","Ativo"
"liability","Responsabilidade civil"
"equity","Património"
"account","Conta"
"gl code state instruct","O Número de Conta / Código GL introduzido na secção 'Número' / 'Código GL' é utilizado sempre que não exista um estado discriminado especificado. Se um código GL for discriminado por estado, esse código GL substitui o código GL introduzido na secção "Informação do código GL" para trabalhos com esse estado."
"account gl code","Conta (código GL)"
"account info","Informações sobre a conta"
"number","Número"
"this is the tax gl","Este é o GL fiscal"
"itemize by state optional","Especificar por <STATE> (opcional)"
"itemize by state","Especificar por <ESTADO>"
"assets","Activos"
"liabilities","Passivo"
"save account under","Guardar conta em"
"balance sheet","Balanço"
"confirm delete generic","Tem a certeza de que pretende apagar este registo?"
"job is certified","O trabalho é certificado"
"pmt id","ID do Pmt"
"check eft payment status","Verificar o estado do pagamento EFT"
"check eft payment overview","Isto irá verificar os pagamentos EFT em aberto para ver se o estado foi alterado e atualizar o pagamento em conformidade.\n\nSe um pagamento EFT for recusado, será automaticamente criado um estorno NSF e será enviado um alerta a quem criou o pagamento e/ou a fatura."
"not authorized to enter payments","As suas definições de segurança não permitem a introdução de pagamentos/ajustes."
"check open efts","Verificar EFTs em aberto"
"check","Verificar"
"print deposit report","Imprimir relatório de depósito"
"account type","Tipo de conta"
"revenue","Receitas"
"expenses","Pagamentos de facturas"
"enter expenses","Introduzir pagamentos e ajustes de contas"
"enter expense","Introduzir pagamento de facturas"
"expense","Pagamento de facturas"
"expense 2","Despesas"
"bank","Banco"
"must specify account save under","Tem de especificar em que conta pretende guardar esta conta."
"this is a required account","Esta é uma conta obrigatória"
"deposit instructions","Isto imprimirá um relatório de reconciliação de depósitos. A utilização deste relatório ajudará a garantir a exatidão do depósito."
"account types available with app accounting","A alteração dos tipos de conta só está disponível com <ACCOUNTINGMOD>."
"deposit reconciliation report","Relatório de reconciliação de depósitos"
"report fields","Campos de relatório"
"aba","ABA"
"specify options","Especificar opções"
"create/print standard batch","Criar/imprimir lote standard"
"create/print credit batch","Criar/imprimir lote de crédito"
"create/print other batch","Criar/imprimir outro lote"
"create/print eft batch","Criar/imprimir lote EFT"
"create/print adjustment batch","Criar/imprimir lote de ajuste"
"reprint batch","Lote de reimpressão"
"find deposit batch","Procurar lote de depósito"
"standard cash check","Padrão (dinheiro/cheque)"
"credit card","Cartão de crédito"
"deposits","Depósitos"
"eft","EFT"
"confirm delete deposit","Tem a certeza de que pretende eliminar o depósito: <ID>?\n\nEsta ação não pode ser anulada. Só prossiga se pretender eliminar permanentemente este depósito."
"certified minimum rate","Taxa mínima certificada"
"cert paid more note","NOTA: Pode ser pago mais se a sua taxa regular for mais elevada"
"batch id","Identificação do lote"
"can not preview reprinted batch","Não é possível pré-visualizar um lote reimpresso. Clique em "OK" para reimprimir um lote."
"printing...","Impressão..."
"must select batch to reprint","Em primeiro lugar, é necessário selecionar um lote a reimprimir."
"creating deposit data please wait","Criando dados de depósito.\nAguardar..."
"adjustments report","Relatório de ajustamentos"
"adjustments entered","Ajustes introduzidos"
"adj to invoices created","Adj. a facturas criadas"
"adj description","Descrição Adj."
"adj gl code","Código de GL adj."
"itemized tasks","Tarefas discriminadas"
"itemized gl code","Código GL discriminado"
"date range of","Intervalo de datas de"
"report type","Tipo de relatório"
"include tax in amount","Incluir imposto no montante"
"print notes","Notas de impressão"
"group by","Agrupar por"
"detailed","Detalhado"
"inv qty","Inv Qtd"
"task qty","Tarefa Qtd"
"gl qty","GL Qtd"
"no records found to print","Não foram encontrados registos para imprimir."
"search all tabs","Pesquisar todos os separadores"
"surplus refunds report","Relatório de restituições de excedentes"
"print surplus refund report","Imprimir relatório de restituição de excedentes"
"print surplus info","Isto imprimirá uma lista de reembolsos de excedentes para os parâmetros seleccionados."
"cust id","Cust. ID"
"payments by rep report","Pagamentos por relatório do deputado"
"ar rep","Representante C/R"
"date rcvd","Data de receção"
"amt applied to invoice","Montante aplicado à fatura"
"deposit batch id","Identificação do lote de depósito"
"payment id","ID de pagamento"
"surplus id","ID excedente"
"statements","Declarações"
"print statements","Imprimir declarações"
"cust flagged for statements","Cliente assinalado para declarações"
"cust not flagged for statements","Cust. NÃO assinalado para extractos"
"per customer","Por cliente"
"per job","Por trabalho"
"per customer/job","Por cliente/trabalho"
"non retention only","Apenas não retenção"
"retention only","Apenas retenção"
"one per cust","Um por cliente"
"one per cust per branch","Um por cliente e por sucursal"
"report linked jobs together","Relatório "Linked Jobs Together"
"include surplus balance on output","Incluir o saldo excedentário na produção"
"inv total","Inv Total"
"printed statement notes","Notas de declaração impressas"
"unions","Sindicatos"
"oldest inv threshold","Limiar de Inv. mais antigo"
"manage unions","Gerir sindicatos"
"surplus balance","Saldo Excedente"
"defined unions","Sindicatos definidos"
"recieves statements contacts","Recebe os contactos das declarações"
"recives statement contacts and cc all job billing contacts","Recebe os contactos dos extractos e comunica todos os contactos de faturação de trabalhos"
"union","União"
"no active terms found message","Não tem condições activas. Por favor, crie ou reactive pelo menos 1 condição de cliente."
"cenpoint product","Produto CenPoint"
"auth success redirecting","Autenticado com sucesso. Redireccionando de volta para o que estava a fazer..."
"modify email pdf template","Modificar correio eletrónico - Modelo PDF"
"modify email link template","Modificar e-mail - Modelo de ligação"
"email template","Modelo de correio eletrónico"
"statement email template instructions","Defina o seu assunto e corpo por defeito para o envio de declarações em massa. As suas assinaturas de correio eletrónico serão adicionadas automaticamente."
"chars","Caracteres"
"emailing statements...","Enviar declarações por correio eletrónico..."
"text cannot be more than chars long","<NAME> não pode ter mais de <MAX> caracteres"
"job tasks","Tarefas de trabalho"
"auth with type","Autenticar com\n<TYPE>"
"invoiced date","Data da faturação"
"print list","Imprimir lista"
"export to excel","Exportar para Excel"
"standard","Padrão"
"enhanced","Melhorado"
"",""
"no other job tasks","Nenhuma outra tarefa de trabalho"
"other job tasks","Outras tarefas de trabalho"
"ft task error no tasksid","Os dados da tarefa não contêm as informações necessárias (falta o tasksid). Tarefa NÃO guardada.\n\nTente novamente. Se o problema persistir, contacte o suporte em: <SUPORTNO>"
"service worker not found cant check for updt","Trabalhador de serviço não encontrado. Não é possível verificar se há uma atualização. Contacte o suporte se este problema persistir."
"quote equip","Citar Equip."
"import gl codes from","Importar códigos GL de <SOFTWARE>"
"qbonline get gl codes instruct","Isto irá obter uma lista de códigos GL do Quickbooks Online e permitir-lhe-á especificar quais os códigos GL a importar para o <APPNAME>.\nOBSERVAÇÃO: Os códigos GL NÃO são específicos da filial e serão importados globalmente.\n\nSeleccione a parte inferior (<LBLBRANCH>) a utilizar para autenticar com o Quickbooks Online e, em seguida, clique em "Next" (Seguinte) para continuar."
"delete all app gl and replace them","Eliminar TODOS os códigos GL <APPNAME> e substituí-los por códigos GL de <ACCTSYS>\nNOTA: Os códigos GL só podem ser eliminados se nunca tiverem sido utilizados."
"keep existing app gl and add from","Manter os códigos gl existentes de <APPNAME>, apenas adicionar códigos gl de <ACCTSYS>"
"select gl to import","Selecionar códigos GL para importar"
"invoice info","Informações sobre a fatura"
"invoice flag as sent to cust prompt","Gostaria de assinalar estas facturas como enviadas ao cliente?"
"acct push id","ID do impulso da conta"
"debug info","Informações de depuração"
"print balance on invoice","Imprimir saldo na fatura"
"flag as sent","Assinalar como enviado"
"print expected retention on invoice","Imprimir retenção esperada na fatura"
"are you sure delete all app gl codes","Tem a certeza de que pretende eliminar TODOS os códigos gl <APPNAME> e substituí-los pelos códigos gl seleccionados?"
"balance is retention","Equilíbrio é retenção"
"do not flag as sent","Não, NÃO assinalar como enviado"
"ret date","Ret. Data"
"purging existing gl codes","Eliminação de códigos GL existentes\nAguarde..."
"job ret","Retorno ao trabalho."
"couldnt delete gls in use","Os seguintes códigos GL NÃO foram eliminados, uma vez que foram utilizados numa tarefa, numa peça de equipamento, num encargo adicional da fatura, etc.\n<GLS>"
"loading data please wait...","A carregar dados. Por favor, aguarde..."
"importing please wait","Importando, por favor aguarde"
"imported x type","Importado com sucesso <CNT> <TYPE>"
"support info","Informações de apoio"
"sent to collections","Enviado para colecções"
"do branches share bank accounts","As vossas sucursais partilham a mesma conta bancária ou utilizam contas bancárias separadas?"
"job category","Categoria profissional"
"share bank accounts","Acções\nContas bancárias"
"add tax","Adicionar imposto"
"seperate bank accounts","Separadas\nContas bancárias"
"remove tax","Remover imposto"
"suggested volumes round","Volumes sugeridos (arredondar conforme desejado)"
"overrides job","Substitui o trabalho"
"print ret inv","Imprimir Ret. Inv."
"on","Em"
"(nsi only)","(Apenas NSI)"
"edit line item notes","Editar notas de itens de linha"
"nsi po no","NSI N.º de identificação postal"
"nsi req no","NSI Req. Não"
"link text sent at","Texto da ligação enviado em"
"link first open","Ligação Primeira Abertura"
"link last open","Última ligação aberta"
"link open count","Contagem de ligações abertas"
"nsi will be inherited from job","NSI PO/Req. será herdado do posto de trabalho se estiver ligado a um posto de trabalho"
"see job","Ver emprego"
"cannot select this report type job is not quoted","Não é possível selecionar este tipo de relatório.\n\nMotivo: O trabalho não foi citado!"
"cannot select this report type amounts do not match","Não é possível selecionar este tipo de relatório\n\nMotivo: O montante total da cotação não corresponde ao total da fatura!"
"deleted invoices report","Relatório de facturas eliminadas"
"deleted by","Eliminado por"
"del date","Del. Data"
"del time","Del. Tempo"
"invs created before date range","Invs criados antes de Dt. Intervalo"
"del by","Del. Por"
"file not found generic","Ficheiro não encontrado!"
"nsi po only valid for nsi invoices","NSI Po/Req. só são válidos para facturas NSI não ligadas a um posto de trabalho"
"invoice does not contain tax","A fatura não contém qualquer imposto."
"invoice already contains tax","A fatura já contém impostos."
"collection tip","Quando uma fatura é enviada para cobrança, é necessário especificar a empresa que será responsável pela cobrança. Seleccione uma empresa de cobranças no ecrã seguinte.\n\nNOTA: O localizador de empresas de cobrança será automaticamente aberto para maior eficiência e conveniência."
"add fee tip","Isto adicionará uma taxa a esta fatura, tal como uma taxa de processamento ou uma taxa de conveniência. Isto tornar-se-á um item de linha na fatura. Isto só pode ser anulado através do lançamento de um ajuste."
"confirm del tax","Tem a certeza de que pretende eliminar o imposto na fatura: <INVOICEID>?\n\nContinue apenas se quiser eliminar permanentemente todos os impostos desta fatura.\n\nNOTA: Isto não pode ser desfeito!"
"invoice already pushed into accounting software","A fatura: <INVOICEID> foi introduzida no seu software de contabilidade.\n\nIsto exigirá alterações manuais no seu sistema contabilístico. Só prossiga se tiver a certeza de que sabe como corrigir manualmente o seu sistema de contabilidade."
"validate data push","Validação do envio de dados"
"must specify a specific accounting system to validate","É necessário especificar um sistema contabilístico específico para validar."
"validate only","Validar apenas"
"validate and correct in cenpoint","Validar e corrigir no CenPoint"
"correct push confirmation","A correção de um empurrão não pode ser anulada!\n\nSó o faça se pretender corrigir permanentemente todos os registos incorrectos do DataPush para este intervalo de datas."
"corrected amounts in acct system confirmation","Já corrigiu os montantes no seu sistema contabilístico?\n\nIsso deve ser feito antes de prosseguir!"
"del add tax data push message","IMPORTANTE!\n\nÉ necessário fazer manualmente os seguintes ajustes no sistema de contabilidade para o envio de dados: <PUSHID>\n\nMontante tributável diminuído por: <INVTOTAMT>\nMontante não tributável aumentado por <INVAMTB4TAX>\n\nAs alterações no registo push do CenPoint <PUSHID> foram automaticamente ajustadas para refletir o novo montante."
"confirm add tax","Tem a certeza de que pretende adicionar impostos à fatura: <INVOICEID>?\n\nContinue apenas se quiser adicionar imposto a todos os itens de linha de tarefa nesta fatura.\n\nNOTA: Isto não pode ser desfeito!"
"proceed","Prosseguir"
"please enter tax percentage","Introduza a percentagem de imposto"
"must enter tax percentage to continue","Para continuar, é necessário introduzir a percentagem do imposto."
"tax percentage","Percentagem de imposto"
"must print this report","Tem de imprimir este relatório, não o poderá fazer mais tarde!"
"confirm balance as retention","Isto marcará o saldo como retenção."
"mark as retention","Marcar como Retenção"
"confirm balance as non-retention","Isto irá desmarcar o saldo como retenção. O saldo deixará de ser considerado como retenção."
"unmark as retention","Desmarcar como retenção"
"invoice is not flagged as retention","A fatura não está assinalada como retenção ou não existe uma % de retenção no trabalho."
"invoice does not have a balance","A fatura não tem saldo."
"this invoice is not sent to collections","Esta fatura não é enviada para cobrança."
"select collection company","Selecionar empresa de recolha"
"view collection company","Ver coleção Empresa"
"retention invoice","Fatura de retenção"
"prompt for blacklist when sent to collections","Enviar alguém para cobranças é uma ação muito grave e, muito provavelmente, significa que não voltará a trabalhar com essa pessoa.\n\nPara o ajudar a proteger a si e aos outros, gostaria também de colocar este cliente numa lista negra a nível global e local?"
"aging history by customer","História de envelhecimento por cliente"
"only show cust with a balance","Mostrar apenas custos com saldo"
"all in collections","Tudo em colecções"
"all not in collections","Todos os não incluídos nas colecções"
"days only","Apenas dias"
"branch tot","Filial Tot"
"cust tot","Cust. Total"
"cust %","Cust. %"
"last note","Última nota"
"add note","Adicionar nota"
"view notes","Ver notas"
"print statement","Imprimir declaração"
"customer statistics","Estatísticas de clientes"
"must select customer","É necessário selecionar o cliente"
"customer is flagged to not print statement","Cliente se assinalado para não imprimir extrato"
"my documents","Os meus documentos"
"can not edit because document is uploaded by someone else","Não é possível editar este documento porque foi carregado por outra pessoa"
"retained earnings","Resultados transitados"
"long term","Longo prazo"
"using cp books type must have gl","Como está a utilizar <ACCOUNTINGMOD>, <TYPE> deve estar associado a um código GL."
"active jobs only","Apenas empregos activos"
"also create user log","Criar também o registo do utilizador"
"user log","Registo do utilizador"
"log","Registo"
"general log entry","Entrada de registo geral (todos os utilizadores)"
"only for user","Apenas para o utilizador"
"log info","Informações de registo"
"you must enter a note","É necessário introduzir uma nota."
"first invoice","Primeira fatura"
"last invoice","Última fatura"
"invoice count","Contagem de facturas"
"largest inv","Maior Inv"
"total invoices","Total das facturas"
"avg days to pay","Média Dias para pagar"
"max days to pay","Dias máximos para pagamento"
"historical data not included in calculations","Dados históricos não incluídos nos cálculos"
"customer since","Cliente desde"
"life to date","Vida até à data"
"year to date","Ano até à data"
"last 90 days","Últimos 90 dias"
"customer statistics","Estatísticas de clientes"
"simulating user in tab","Simulação do utilizador: <NOME> noutro separador. Feche esse separador antes de continuar."
"simulating","Simulação"
"print aging report","Imprimir relatório de envelhecimento"
"must select a job","É necessário selecionar um trabalho"
"grid view","Vista da grelha"
"manage card","Gerir cartão"
"accountant view","Contabilista Ver"
"how to enter new card","Como introduzir um\nNovo cartão"
"groups","Grupos"
"license expired card updated will charge soon","Obrigado por atualizar o seu cartão de registo.\nCobraremos o seu cartão e actualizaremos a sua licença o mais rapidamente possível. Receberá um e-mail assim que a sua licença for actualizada."
"min days out","Min. Dias de saída"
"journal entries","Registos no diário"
"journal entry","Registo no diário"
"print last note on dtl rpt","Imprimir a última nota no relatório de pormenor"
"print job name on dtl rpt","Imprimir nome do trabalho no relatório de detalhes"
"customer id","Identificação do cliente"
"exporting...","Exportar..."
"journal id","Identificação do jornal"
"desktop only available on windows","A abertura da aplicação de ambiente de trabalho só está disponível no Windows."
"desktop app not installed","Parece que ainda não instalou o <APPNAME>. Instale e tente novamente."
"log returned (nsf) payment","Registar pagamento devolvido (NSF)"
"enter returned payment (nsf)","Introduzir pagamento devolvido (NSF)"
"show payments since","Mostrar pagamentos desde"
"date returned","Data de devolução"
"non-returned checks and cc","Cheques e CC não devolvidos"
"add nsf charge","Adicionar taxa NSF"
"create nsf charge as an nsi","Criar uma taxa NSF como um NSI"
"print invoice with nsf charge","Imprimir fatura com taxa NSF"
"must select a payment to return","É necessário selecionar um pagamento para devolver"
"return date is in the future","A data de regresso é no futuro. Isto está realmente correto?"
"invoices not in ft date","Facturas fora da data FT"
"debit","Débito"
"ftick inv dt instructions","Esta opção apresenta todas as notas de campo do intervalo de datas selecionado que NÃO foram facturadas durante o intervalo de datas selecionado. Os itens são incluídos com base na data da ficha de campo. As notas de campo não facturadas NÃO serão incluídas."
"credit","Crédito"
"ftick id","FTick Id"
"debits credits must equal","As colunas de débitos e créditos devem corresponder ao mesmo montante"
"ftick dt","FTick Dt"
"journal details dont match journal total update","O valor total do lançamento contábil manual não corresponde aos débitos/créditos.\n\nLançamento contábil manual: <JOURNALAMT>\nDébitos/Créditos: <DEBITAMT>\n\nGostaria de atualizar o valor do diário para corresponder aos débitos/créditos?"
"inv created dt","Inv Criado Dt"
"details","Detalhes"
"debits","Débitos"
"credits","Créditos"
"total debits","Total de débitos"
"total credits","Créditos totais"
"gl code must have a debit or credit","Seleccionou um código GL mas não foram introduzidos débitos ou créditos para o mesmo. Por favor, adicione um débito/crédito ou elimine a linha."
"journal must have entries","O registo contabilístico deve ter pelo menos 2 contas de código GL"
"jouranl entry must have gl codes","Todas as linhas de lançamentos contábeis manuais devem ter um código GL."
"journal amount out of balance with original transaction","O valor total do lançamento contábil manual foi modificado e já não corresponde à transação original.\n\n<span class="font-bold text-red">A transação original: <ORIG> NÃO será atualizada.</span>\n\nTem certeza de que deseja prosseguir?"
"general journal","Diário Geral"
"adjustment intro","Os montantes de ajustamento, como qualquer outro pagamento, devem normalmente ser um número positivo.\n\nUm montante de ajustamento positivo diminuirá o saldo da fatura."
"view failed journals","Ver Reprovado\nEntradas de diário"
"cash","Dinheiro"
"itemize adjustment","Especificar o ajustamento"
"cc already charged","CC - Já cobrado"
"enter the adjustment amount for each task","Introduzir o montante de ajuste para cada tarefa"
"cc or eft charge now","CC ou EFT - Cobrar agora"
"tax adj","Imposto Adj."
"adjustment","Ajustamento"
"total adj","Total Adj."
"from surplus account","Da conta de excedentes"
"adj entire bal","Adj. Todo o Bal"
"surplus not enough balance","O saldo disponível na conta de excedentes não é suficiente para efetuar este tipo de pagamento."
"adj all tax","Ajust. todos os impostos"
"can not apply pmt from surplus to surplus","O tipo de pagamento não pode ser da conta de excedentes se estiver a aplicar um montante à conta de excedentes."
"orig tax","Origem. Fiscal"
"orig charge","Origem. Carga"
"adj amt","Montante ajustado"
"invoice adjustment not itemized","Seu <LBLBRANCH> está definido para discriminar ajustes, mas o ajuste não é discriminado"
"payment receipt","Recibo de pagamento"
"surplus account history","Histórico da conta de excedentes"
"surplus withdrawl","Retirada de excedentes"
"cust sur bal","Cust. Sur. Bal (todas as sucursais)"
"bank register","Registo bancário"
"journal register",""
"branch sur bal","Sucursal Sur. Bal"
"customer info","Informação ao cliente"
"withdrawal","Retirada"
"deposit","Depósito"
"refund id","ID do reembolso"
"reprint refund","Reembolso de reimpressão"
"only withdrawals and refund can be deleted","Apenas as retiradas e os reembolsos podem ser eliminados. Os depósitos devem ser eliminados através da eliminação do pagamento de origem."
"refund has been pushed","O reembolso foi transferido para o sistema contabilístico e não pode ser eliminado."
"record is not refund","O registo destacado não é um reembolso."
"tot surplus bal","Tot. Excedente Saldo"
"create manual credit","Criar crédito manual"
"create refund","Criar reembolso"
"create manual surplus credit","Criar crédito de excedente manual"
"create man credit info","Isto permite-lhe criar um crédito na conta de excedentes para o cliente. Um valor de crédito positivo aumentará o saldo excedente."
"orig surplus bal","Origem. Saldo Excedente"
"credit amount","Montante do crédito"
"new surplus bal","Novo saldo excedentário"
"you must specify a date","É necessário especificar uma data"
"you must specify amount","É necessário indicar o montante"
"amount must be greater than 0","O montante deve ser superior a 0"
"date can not be in the future","A data não pode ser no futuro"
"you have not entered notes enter now","Não introduziu quaisquer notas. Pretende introduzir notas agora?"
"you must specify reason","É necessário especificar o motivo"
"surplus refund","Reembolso de excedentes"
"surplus refund info","Isto permite-lhe reembolsar o dinheiro ao cliente. Um montante de reembolso positivo diminuirá o saldo excedente."
"refund amount","Montante do reembolso"
"print refund","Imprimir reembolso"
"use default","Utilizar predefinição"
"specify","Especificar"
"not using cp books, bank accounts not supported","Uma vez que não está a utilizar <ACCOUNTINGMOD>, as contas bancárias não são suportadas"
"refund cannot take surplus negative","O reembolso não pode tornar negativo o saldo da conta de excedentes."
"no check ref no, enter now","Não foi introduzido um número de referência do cheque. Este deve ser o número do cheque de reembolso. Gostaria de o introduzir agora?"
"enter now","Entrar agora"
"specify bank account or select default","Especifique a conta bancária para este reembolso ou seleccione "Predefinição"."
"no banks defined please setup","Ainda não definiu nenhuma conta bancária. Por favor, crie uma conta bancária em Gestão de listas -> Plano de contas."
"payee","Beneficiário"
"vend","Vendedor"
"deposit","Depósito"
"withdrawal","Retirada"
"job 4","Adição rápida SS"
"ending balance","Saldo final"
"prompt","Prompt"
"must select a blank","É necessário selecionar um <DESC>."
"job entry mode","Modo de entrada no trabalho"
"must select an blank","É necessário selecionar um <DESC>."
"job view mode","Modo de visualização de trabalhos"
"must enter a blank","É necessário introduzir um <DESC>"
"select job entry mode","Selecionar o modo de introdução de trabalhos"
"must enter an blank","É necessário introduzir um <DESC>"
"set as default (do not ask again)","Definir como predefinição (Não perguntar novamente)"
"feature coming soon","Em breve. Por favor, volte mais tarde."
"continue in","Continuar em"
"itemized","Discriminado"
"itemize","Especificar"
"bank reg rec must have bank account","Um registo bancário deve fazer referência à conta bancária. Ação cancelada."
"not enough info to create wo","Não foram introduzidas informações suficientes para criar uma ordem de trabalho. Não foi criada uma ordem de trabalho para este trabalho."
"office security","Segurança do escritório"
"sec 51074","Adicionar/Editar empregos"
"sec 63457","Ver apenas trabalho (apenas leitura)"
"sec 59328","Eliminar empregos"
"sec 38695","Ver cliente (só de leitura)"
"sec 34566","Gerir/Ajustar todos os dados de entrada/saída do relógio"
"sec 46949","Adicionar/Editar citações"
"sec 42820","Ver cotações (Apenas leitura)"
"sec 22187","Eliminar citações"
"sec 18058","Gerir/Ajustar os dados do cartão de ponto do FT"
"sec 7672","Gerir/Ajustar os dados do cálculo das folhas de pagamento FT *"
"sec 3545","Ver/Editar informações do cartão de crédito do cliente Informações do cartão de crédito"
"sec 15802","Eliminar ordens de serviço"
"sec 11675","Alterar o limite de crédito / congelar clientes (retenção de conta)"
"sec 23932","Marcar Empregos como Revisto"
"sec 19805","Eliminar pagamentos"
"sec 32062","Administrador do sistema (SA)"
"sec 27935","Eliminar as fichas de campo"
"sec 40176","Gerir tarefas"
"sec 36049","Adicionar clientes"
"sec 18603","Editar clientes"
"sec 22666","Eliminar clientes"
"sec 26857","Bandeira FT pronta para faturação"
"sec 30920","Criar facturas"
"sec 2095","Entrar pagamentos/ajustes"
"sec 6158","Criar restituições de contas de excedentes"
"sec 10349","Criar créditos excedentários manuais"
"sec 14412","Editar/eliminar notas de trabalho"
"sec 51619","Opções de envio de dados"
"sec 55682","Gestão de listas"
"sec 31642","Informações sobre a empresa/filial Mng"
"sec 27579","Editar/eliminar notas do registo do utilizador"
"sec 23512","Reformar os SN de inventário fora dos FT"
"sec 19449","Menu Utilitários do servidor"
"sec 15134","Acesso a dados sensíveis (salários, etc.)"
"sec 11071","Pode editar as ordens de serviço depois de facturadas"
"sec 7004","Pode consumir partes internas"
"sec 2941","Imprimir lista de facturas"
"sec 64146","Permitir a impressão da lista de clientes e contactos"
"sec 60083","Este é um utilizador especial apenas para o programador"
"sec 57869","Permitir a impressão de notas internas do FT"
"sec 61996","Eliminar facturas"
"sec 49743","Ver apenas FT (apenas leitura)"
"sec 53870","Quantidade adicional disponível (apenas não serializada)"
"sec 41609","Alterar a classificação do cliente"
"sec 45736","Definir/modificar representante de vendas"
"sec 33483","Eliminar as inspecções de veículos e equipamentos"
"sec 37610","Menu Utilitários de dados"
"sec 25349","Eliminar WOs, Inspeção, A a Ps, Planos de Segurança *"
"sec 29476","A agenda é só de leitura"
"sec 53564","Relatório de reconciliação *"
"sec 49437","Definir/Alterar ROP"
"sec 61822","Gerir utilizadores limitados (sem segurança) *"
"sec 57695","Eliminar depósitos"
"sec 37304","Negar acesso a contas a receber"
"sec 33177","Negar acesso a cotações"
"sec 45562","Negar acesso ao menu Relatório"
"sec 41435","Adicionar/Editar veículos e equipamento"
"sec 20532","Recusar o acesso ao trabalho"
"sec 16405","Negar acesso ao Advanced Finder"
"sec 33903","Recusar o acesso aos bilhetes de campo"
"sec 37966","Editar pedidos de inventário"
"sec 42029","Adicionar/Editar fornecedores"
"sec 46092","(JÁ NÃO É UTILIZADO)"
"sec 50411","Eliminar documentos"
"sec 54474","Negar a visualização de e-mails de outras pessoas"
"sec 58537","Definir/Alterar condições"
"sec 62600","Só é possível ver cotações, trabalhos, convites do representante de vendas"
"sec 1383","É possível ver o total de empregos em Encontrar emprego"
"sec 5446",""
"sec 46942",""
"sec 42879",""
"sec 38684",""
"sec 34621",""
"sec 63450",""
"sec 59387",""
"sec 55192",""
"sec 51129",""
"sec 13910",""
"sec 9847",""
"sec 42848",""
"sec 46913",""
"sec 34594",""
"sec 38659",""
"sec 59364",""
"sec 63429",""
"sec 51110",""
"sec 55175",""
"sec 9832",""
"sec 13897",""
"sec 37969",""
"sec 33904",""
"sec 46099",""
"sec 42034",""
"sec 54485",""
"sec 50420",""
"sec 62615",""
"sec 58550",""
"sec 5465",""
"sec 1400",""
"sec 3535",""
"sec 7662",""
"sec 11661",""
"sec 15788",""
"sec 19787",""
"sec 23914",""
"sec 27913",""
"sec 32040",""
"sec 36039",""
"sec 40166",""
"sec 16126",""
"sec 11999",""
"sec 7868",""
"sec 3741",""
"sec 32378",""
"sec 28251",""
"sec 24120","Administrador de sucursais (BA)"
"sec 19993",""
"sec 49142",""
"sec 45015",""
"sec 27565",""
"sec 31628",""
"sec 19439",""
"sec 23502",""
"sec 11049",""
"sec 15112",""
"sec 2923",""
"sec 6986",""
"sec 60069",""
"sec 64132",""
"sec 22684",""
"sec 18621",""
"sec 30942",""
"sec 26879",""
"sec 6168",""
"sec 2105",""
"sec 14426",""
"sec 10363",""
"sec 55700",""
"sec 51637",""
"sec 49419",""
"sec 53546",""
"sec 57673",""
"sec 61800",""
"sec 33167",""
"sec 37294",""
"sec 41421",""
"sec 45548",""
"sec 16387",""
"sec 20514",""
"sec 62010",""
"sec 57883",""
"sec 53880",""
"sec 49753",""
"sec 45758",""
"sec 41631",""
"sec 37628",""
"sec 33501",""
"sec 29490",""
"sec 25363",""
"sec 42857",""
"sec 46920",""
"sec 34603",""
"sec 38666",""
"sec 59373",""
"sec 63436",""
"sec 51119",""
"sec 55182",""
"sec 9825",""
"sec 13888",""
"sec 37976",""
"sec 33913",""
"sec 46106",""
"sec 42043",""
"sec 54492",""
"sec 50429",""
"sec 62622",""
"sec 58559",""
"sec 5456",""
"sec 1393",""
"sec 33894",""
"sec 37959",""
"sec 42020",""
"sec 46085",""
"sec 50402",""
"sec 54467",""
"sec 58528",""
"sec 62593",""
"sec 1390",""
"sec 5455",""
"sec 46935",""
"sec 42870",""
"sec 38677",""
"sec 34612",""
"sec 63443",""
"sec 59378",""
"sec 55185",""
"sec 51120",""
"sec 13919",""
"sec 9854",""
"sec 21663",""
"vendors","Fornecedores"
"user availability","Disponibilidade do utilizador"
"add user log entry","Adicionar registo de utilizador"
"secondary","Secundário"
"users schedule","Calendário do utilizador"
"general notes","Notas gerais"
"surplus account balances","Saldos das contas de excedentes"
"sandbox","Caixa de areia"
"sandbox not created yet","A sua base de dados ainda não tem uma caixa de areia para jogar. Crie uma para continuar."
"create sandbox","Criar caixa de areia"
"use sandbox","Brincar na caixa de areia"
"sandbox desc","A caixa de areia é uma cópia dos seus dados <APPNAME> e um local onde pode brincar com definições, cenários, etc. sem afetar os seus dados <APPNAME> reais.\n\nA caixa de areia pode ser "atualizada" (apagada e atualizada com os dados mais recentes) a qualquer momento.\n\nNOTA: A caixa de areia é partilhada por todos na empresa"
"refresh sandbox desc","Isto irá atualizar / recriar a caixa de areia (a caixa de areia será limpa e actualizada com os seus dados mais recentes)."
"delete sandbox desc","Esta ação elimina a caixa de areia e todos os dados nela contidos serão perdidos."
"switch to sandbox","Isto irá levá-lo para a caixa de areia e todos os trabalhos, orçamentos, facturas, etc. que criar podem ser eliminados em qualquer altura."
"using sandbox disclaimer","Ambiente de caixa de areia. Os dados podem ser apagados em qualquer altura."
"exit sandbox","Sair da caixa de areia"
